<Date>, <Time>, <Price>, <Volume>
8/8/2022,14:33:02.661,1.01861,50
8/8/2022,14:33:03.719,1.01858,150
8/8/2022,14:33:04.776,1.01861,200
8/8/2022,14:33:05.836,1.01867,50
8/8/2022,14:33:07.951,1.01876,50
8/8/2022,14:33:08.843,1.01876,49
8/8/2022,14:33:09.009,1.01877,1
8/8/2022,14:33:10.066,1.01879,300
8/8/2022,14:33:11.122,1.01878,150
8/8/2022,14:33:12.180,1.01879,50
8/8/2022,14:33:13.237,1.01877,51
8/8/2022,14:33:14.294,1.01878,100
8/8/2022,14:33:15.352,1.01884,50
8/8/2022,14:33:16.408,1.01875,100
8/8/2022,14:33:17.466,1.01874,150
8/8/2022,14:33:18.524,1.01877,100
8/8/2022,14:33:19.582,1.01875,100
8/8/2022,14:33:20.641,1.01874,205
8/8/2022,14:33:21.700,1.01875,100
8/8/2022,14:33:22.759,1.01875,150
8/8/2022,14:33:24.876,1.01877,50
8/8/2022,14:33:25.935,1.01876,200
8/8/2022,14:33:26.993,1.01877,100
8/8/2022,14:33:28.050,1.01876,250
8/8/2022,14:33:29.108,1.01877,100
8/8/2022,14:33:31.226,1.01886,200
8/8/2022,14:33:32.284,1.01884,150
8/8/2022,14:33:33.342,1.01883,50
8/8/2022,14:33:34.206,1.01883,49
8/8/2022,14:33:34.400,1.01883,50
8/8/2022,14:33:35.457,1.01883,100
8/8/2022,14:33:36.514,1.01883,150
8/8/2022,14:33:37.570,1.01885,100
8/8/2022,14:33:38.626,1.01884,150
8/8/2022,14:33:40.739,1.01884,200
8/8/2022,14:33:42.852,1.01885,100
8/8/2022,14:33:43.910,1.01885,200
8/8/2022,14:33:44.968,1.01887,100
8/8/2022,14:33:46.026,1.01883,200
8/8/2022,14:33:47.083,1.01884,150
8/8/2022,14:33:48.139,1.01885,150
8/8/2022,14:33:49.195,1.01884,150
8/8/2022,14:33:51.311,1.01882,2
8/8/2022,14:33:52.368,1.01880,200
8/8/2022,14:33:53.426,1.01880,150
8/8/2022,14:33:57.657,1.01878,150
8/8/2022,14:33:59.578,1.01878,149
8/8/2022,14:33:59.773,1.01878,150
8/8/2022,14:34:00.831,1.01884,200
8/8/2022,14:34:01.888,1.01880,150
8/8/2022,14:34:02.946,1.01880,200
8/8/2022,14:34:04.003,1.01880,150
8/8/2022,14:34:07.176,1.01879,250
8/8/2022,14:34:09.290,1.01880,150
8/8/2022,14:34:11.404,1.01882,100
8/8/2022,14:34:12.461,1.01880,350
8/8/2022,14:34:13.518,1.01880,150
8/8/2022,14:34:14.574,1.01879,250
8/8/2022,14:34:15.631,1.01879,200
8/8/2022,14:34:16.689,1.01879,400
8/8/2022,14:34:17.748,1.01879,300
8/8/2022,14:34:19.865,1.01878,200
8/8/2022,14:34:20.923,1.01880,100
8/8/2022,14:34:21.982,1.01879,300
8/8/2022,14:34:24.097,1.01879,150
8/8/2022,14:34:24.972,1.01879,149
8/8/2022,14:34:25.153,1.01878,200
8/8/2022,14:34:26.209,1.01874,150
8/8/2022,14:34:28.324,1.01871,100
8/8/2022,14:34:30.440,1.01858,250
8/8/2022,14:34:31.498,1.01859,100
8/8/2022,14:34:32.555,1.01860,100
8/8/2022,14:34:33.614,1.01860,250
8/8/2022,14:34:34.673,1.01860,300
8/8/2022,14:34:35.731,1.01860,250
8/8/2022,14:34:36.790,1.01867,200
8/8/2022,14:34:37.849,1.01869,350
8/8/2022,14:34:39.964,1.01869,300
8/8/2022,14:34:41.021,1.01870,100
8/8/2022,14:34:42.079,1.01876,50
8/8/2022,14:34:43.137,1.01876,250
8/8/2022,14:34:45.253,1.01876,300
8/8/2022,14:34:46.309,1.01878,150
8/8/2022,14:34:47.366,1.01878,250
8/8/2022,14:34:49.478,1.01878,200
8/8/2022,14:34:50.328,1.01878,199
8/8/2022,14:34:50.535,1.01878,200
8/8/2022,14:34:51.591,1.01878,150
8/8/2022,14:34:52.648,1.01873,250
8/8/2022,14:34:53.706,1.01872,300
8/8/2022,14:34:54.764,1.01872,200
8/8/2022,14:34:55.821,1.01875,150
8/8/2022,14:34:56.878,1.01876,150
8/8/2022,14:34:57.175,1.01876,149
8/8/2022,14:34:57.936,1.01876,250
8/8/2022,14:34:58.992,1.01878,150
8/8/2022,14:35:00.050,1.01878,250
8/8/2022,14:35:01.109,1.01878,150
8/8/2022,14:35:02.166,1.01879,200
8/8/2022,14:35:03.223,1.01880,300
8/8/2022,14:35:04.281,1.01885,100
8/8/2022,14:35:05.338,1.01882,150
8/8/2022,14:35:06.395,1.01883,150
8/8/2022,14:35:07.453,1.01883,200
8/8/2022,14:35:08.510,1.01883,150
8/8/2022,14:35:09.570,1.01880,250
8/8/2022,14:35:11.688,1.01882,150
8/8/2022,14:35:14.861,1.01881,200
8/8/2022,14:35:15.731,1.01881,199
8/8/2022,14:35:15.918,1.01881,200
8/8/2022,14:35:18.032,1.01883,200
8/8/2022,14:35:19.089,1.01883,150
8/8/2022,14:35:20.145,1.01882,200
8/8/2022,14:35:21.202,1.01883,100
8/8/2022,14:35:23.317,1.01884,150
8/8/2022,14:35:25.434,1.01883,150
8/8/2022,14:35:28.608,1.01880,150
8/8/2022,14:35:29.666,1.01880,400
8/8/2022,14:35:30.725,1.01878,200
8/8/2022,14:35:31.782,1.01879,200
8/8/2022,14:35:40.241,1.01874,400
8/8/2022,14:35:41.124,1.01874,399
8/8/2022,14:35:41.298,1.01874,450
8/8/2022,14:35:42.357,1.01874,200
8/8/2022,14:35:44.474,1.01872,150
8/8/2022,14:35:45.531,1.01873,150
8/8/2022,14:35:47.648,1.01875,100
8/8/2022,14:35:48.707,1.01875,150
8/8/2022,14:35:50.824,1.01877,250
8/8/2022,14:35:51.882,1.01877,300
8/8/2022,14:35:52.941,1.01879,150
8/8/2022,14:35:58.230,1.01879,125
8/8/2022,14:35:59.288,1.01878,225
8/8/2022,14:36:00.345,1.01878,275
8/8/2022,14:36:01.402,1.01880,150
8/8/2022,14:36:02.460,1.01883,200
8/8/2022,14:36:04.575,1.01883,150
8/8/2022,14:36:05.632,1.01883,250
8/8/2022,14:36:06.505,1.01883,249
8/8/2022,14:36:06.688,1.01884,350
8/8/2022,14:36:07.745,1.01886,300
8/8/2022,14:36:08.803,1.01882,200
8/8/2022,14:36:09.860,1.01883,150
8/8/2022,14:36:10.917,1.01882,250
8/8/2022,14:36:11.975,1.01883,100
8/8/2022,14:36:13.034,1.01885,250
8/8/2022,14:36:14.093,1.01887,250
8/8/2022,14:36:16.208,1.01885,250
8/8/2022,14:36:18.321,1.01885,50
8/8/2022,14:36:19.378,1.01883,150
8/8/2022,14:36:22.548,1.01883,300
8/8/2022,14:36:23.604,1.01883,200
8/8/2022,14:36:24.660,1.01883,150
8/8/2022,14:36:25.717,1.01881,100
8/8/2022,14:36:27.829,1.01883,100
8/8/2022,14:36:29.942,1.01886,300
8/8/2022,14:36:30.999,1.01886,250
8/8/2022,14:36:31.944,1.01886,249
8/8/2022,14:36:32.056,1.01884,250
8/8/2022,14:36:33.115,1.01882,300
8/8/2022,14:36:35.232,1.01883,150
8/8/2022,14:36:36.290,1.01884,50
8/8/2022,14:36:37.346,1.01875,150
8/8/2022,14:36:39.460,1.01874,150
8/8/2022,14:36:40.517,1.01874,100
8/8/2022,14:36:42.629,1.01869,200
8/8/2022,14:36:43.685,1.01871,100
8/8/2022,14:36:44.741,1.01870,250
8/8/2022,14:36:50.023,1.01871,100
8/8/2022,14:36:51.081,1.01870,250
8/8/2022,14:36:53.193,1.01876,100
8/8/2022,14:36:54.250,1.01876,50
8/8/2022,14:36:58.160,1.01876,49
8/8/2022,14:36:58.477,1.01874,50
8/8/2022,14:36:59.534,1.01874,150
8/8/2022,14:37:03.766,1.01870,100
8/8/2022,14:37:04.823,1.01868,100
8/8/2022,14:37:05.881,1.01865,50
8/8/2022,14:37:07.823,1.01865,49
8/8/2022,14:37:07.997,1.01865,50
8/8/2022,14:37:10.115,1.01861,200
8/8/2022,14:37:13.291,1.01862,250
8/8/2022,14:37:15.407,1.01862,200
8/8/2022,14:37:17.519,1.01860,100
8/8/2022,14:37:19.636,1.01859,200
8/8/2022,14:37:20.694,1.01860,100
8/8/2022,14:37:22.812,1.01842,50
8/8/2022,14:37:23.631,1.01842,49
8/8/2022,14:37:23.871,1.01841,300
8/8/2022,14:37:24.930,1.01839,200
8/8/2022,14:37:25.988,1.01841,300
8/8/2022,14:37:29.164,1.01842,250
8/8/2022,14:37:31.281,1.01837,200
8/8/2022,14:37:32.340,1.01840,250
8/8/2022,14:37:33.398,1.01842,50
8/8/2022,14:37:34.457,1.01844,50
8/8/2022,14:37:35.515,1.01842,150
8/8/2022,14:37:36.574,1.01841,250
8/8/2022,14:37:37.630,1.01843,200
8/8/2022,14:37:45.037,1.01845,100
8/8/2022,14:37:48.211,1.01844,100
8/8/2022,14:37:49.162,1.01844,99
8/8/2022,14:37:49.269,1.01844,100
8/8/2022,14:37:50.328,1.01845,50
8/8/2022,14:37:51.386,1.01844,100
8/8/2022,14:37:52.445,1.01843,150
8/8/2022,14:37:53.504,1.01843,200
8/8/2022,14:37:57.739,1.01844,150
8/8/2022,14:37:58.797,1.01844,100
8/8/2022,14:38:06.203,1.01844,150
8/8/2022,14:38:07.261,1.01852,100
8/8/2022,14:38:08.320,1.01851,200
8/8/2022,14:38:09.378,1.01851,150
8/8/2022,14:38:11.494,1.01853,250
8/8/2022,14:38:12.552,1.01849,200
8/8/2022,14:38:13.610,1.01850,150
8/8/2022,14:38:14.499,1.01850,149
8/8/2022,14:38:14.668,1.01850,150
8/8/2022,14:38:17.839,1.01850,50
8/8/2022,14:38:18.895,1.01849,150
8/8/2022,14:38:21.008,1.01850,50
8/8/2022,14:38:22.065,1.01849,400
8/8/2022,14:38:23.123,1.01849,150
8/8/2022,14:38:36.871,1.01850,150
8/8/2022,14:38:40.043,1.01860,150
8/8/2022,14:38:40.893,1.01860,149
8/8/2022,14:38:41.101,1.01861,150
8/8/2022,14:38:42.158,1.01856,164
8/8/2022,14:38:44.275,1.01857,150
8/8/2022,14:38:45.333,1.01856,100
8/8/2022,14:38:46.392,1.01858,150
8/8/2022,14:38:47.450,1.01856,150
8/8/2022,14:38:49.566,1.01857,200
8/8/2022,14:38:51.682,1.01857,150
8/8/2022,14:38:52.740,1.01857,200
8/8/2022,14:38:54.856,1.01856,150
8/8/2022,14:38:55.914,1.01856,300
8/8/2022,14:38:56.973,1.01857,200
8/8/2022,14:38:59.089,1.01858,200
8/8/2022,14:39:02.266,1.01859,300
8/8/2022,14:39:03.324,1.01859,250
8/8/2022,14:39:04.383,1.01857,150
8/8/2022,14:39:05.442,1.01847,152
8/8/2022,14:39:06.314,1.01847,151
8/8/2022,14:39:06.498,1.01847,152
8/8/2022,14:39:07.555,1.01847,102
8/8/2022,14:39:08.613,1.01854,150
8/8/2022,14:39:10.726,1.01852,200
8/8/2022,14:39:11.782,1.01854,300
8/8/2022,14:39:12.840,1.01854,150
8/8/2022,14:39:18.132,1.01853,300
8/8/2022,14:39:19.191,1.01853,200
8/8/2022,14:39:20.249,1.01854,200
8/8/2022,14:39:21.308,1.01855,150
8/8/2022,14:39:22.365,1.01858,100
8/8/2022,14:39:23.424,1.01857,200
8/8/2022,14:39:24.482,1.01859,150
8/8/2022,14:39:25.540,1.01869,200
8/8/2022,14:39:26.599,1.01869,150
8/8/2022,14:39:29.773,1.01873,350
8/8/2022,14:39:30.832,1.01870,100
8/8/2022,14:39:31.647,1.01870,99
8/8/2022,14:39:31.890,1.01869,5
8/8/2022,14:39:36.123,1.01868,100
8/8/2022,14:39:37.181,1.01868,150
8/8/2022,14:39:38.239,1.01867,250
8/8/2022,14:39:39.298,1.01872,200
8/8/2022,14:39:40.355,1.01871,150
8/8/2022,14:39:41.413,1.01872,300
8/8/2022,14:39:42.470,1.01878,150
8/8/2022,14:39:46.704,1.01878,200
8/8/2022,14:39:47.762,1.01877,250
8/8/2022,14:39:48.818,1.01876,150
8/8/2022,14:39:53.044,1.01874,150
8/8/2022,14:39:55.158,1.01873,150
8/8/2022,14:39:56.216,1.01872,200
8/8/2022,14:39:57.127,1.01872,199
8/8/2022,14:39:57.274,1.01873,150
8/8/2022,14:39:58.333,1.01872,200
8/8/2022,14:39:59.390,1.01872,150
8/8/2022,14:40:00.448,1.01873,100
8/8/2022,14:40:02.566,1.01872,200
8/8/2022,14:40:03.624,1.01882,100
8/8/2022,14:40:04.682,1.01884,150
8/8/2022,14:40:06.796,1.01883,200
8/8/2022,14:40:07.853,1.01885,250
8/8/2022,14:40:08.912,1.01885,150
8/8/2022,14:40:12.084,1.01883,150
8/8/2022,14:40:13.141,1.01881,201
8/8/2022,14:40:14.197,1.01881,150
8/8/2022,14:40:18.427,1.01879,150
8/8/2022,14:40:22.435,1.01879,149
8/8/2022,14:40:22.655,1.01879,150
8/8/2022,14:40:25.829,1.01878,1
8/8/2022,14:40:26.888,1.01881,300
8/8/2022,14:40:27.947,1.01881,150
8/8/2022,14:40:30.063,1.01887,100
8/8/2022,14:40:31.121,1.01886,150
8/8/2022,14:40:33.236,1.01885,350
8/8/2022,14:40:34.294,1.01885,250
8/8/2022,14:40:36.409,1.01890,150
8/8/2022,14:40:38.525,1.01898,150
8/8/2022,14:40:41.700,1.01898,300
8/8/2022,14:40:42.757,1.01899,150
8/8/2022,14:40:43.813,1.01900,100
8/8/2022,14:40:45.929,1.01902,100
8/8/2022,14:40:50.157,1.01903,100
8/8/2022,14:40:51.089,1.01903,99
8/8/2022,14:40:51.213,1.01903,100
8/8/2022,14:40:53.328,1.01903,30
8/8/2022,14:41:00.734,1.01905,50
8/8/2022,14:41:01.790,1.01903,200
8/8/2022,14:41:02.846,1.01904,100
8/8/2022,14:41:03.903,1.01904,50
8/8/2022,14:41:07.072,1.01906,50
8/8/2022,14:41:08.129,1.01906,100
8/8/2022,14:41:09.186,1.01906,50
8/8/2022,14:41:12.355,1.01905,50
8/8/2022,14:41:14.468,1.01903,100
8/8/2022,14:41:18.692,1.01903,50
8/8/2022,14:41:19.602,1.01903,49
8/8/2022,14:41:19.748,1.01903,50
8/8/2022,14:41:21.860,1.01908,50
8/8/2022,14:41:34.543,1.01909,50
8/8/2022,14:41:35.599,1.01918,50
8/8/2022,14:41:36.657,1.01923,50
8/8/2022,14:41:37.715,1.01922,150
8/8/2022,14:41:38.774,1.01921,3
8/8/2022,14:41:39.833,1.01919,200
8/8/2022,14:41:46.181,1.01925,150
8/8/2022,14:41:47.000,1.01925,149
8/8/2022,14:41:47.237,1.01924,150
8/8/2022,14:41:48.295,1.01923,150
8/8/2022,14:41:49.352,1.01926,200
8/8/2022,14:41:50.409,1.01924,150
8/8/2022,14:41:51.466,1.01923,151
8/8/2022,14:41:52.523,1.01923,50
8/8/2022,14:41:57.812,1.01923,150
8/8/2022,14:41:58.870,1.01922,252
8/8/2022,14:42:00.986,1.01922,50
8/8/2022,14:42:02.043,1.01922,150
8/8/2022,14:42:06.511,1.01922,149
8/8/2022,14:42:07.331,1.01922,150
8/8/2022,14:42:08.388,1.01922,50
8/8/2022,14:42:10.504,1.01924,100
8/8/2022,14:42:11.562,1.01925,200
8/8/2022,14:42:12.524,1.01925,199
8/8/2022,14:42:12.621,1.01925,150
8/8/2022,14:42:13.680,1.01923,150
8/8/2022,14:42:14.739,1.01926,200
8/8/2022,14:42:15.798,1.01924,150
8/8/2022,14:42:16.856,1.01925,150
8/8/2022,14:42:18.973,1.01926,100
8/8/2022,14:42:20.032,1.01924,150
8/8/2022,14:42:21.090,1.01922,200
8/8/2022,14:42:23.205,1.01923,150
8/8/2022,14:42:25.322,1.01923,100
8/8/2022,14:42:26.381,1.01925,100
8/8/2022,14:42:27.437,1.01924,200
8/8/2022,14:42:28.496,1.01924,150
8/8/2022,14:42:30.613,1.01922,200
8/8/2022,14:42:31.672,1.01922,100
8/8/2022,14:42:34.844,1.01924,100
8/8/2022,14:42:36.961,1.01923,99
8/8/2022,14:42:37.805,1.01923,99
8/8/2022,14:42:38.018,1.01923,50
8/8/2022,14:42:39.077,1.01922,50
8/8/2022,14:42:41.192,1.01923,100
8/8/2022,14:42:42.250,1.01927,100
8/8/2022,14:42:46.483,1.01930,49
8/8/2022,14:42:47.542,1.01928,50
8/8/2022,14:42:48.601,1.01926,50
8/8/2022,14:42:49.660,1.01927,150
8/8/2022,14:42:50.718,1.01926,200
8/8/2022,14:42:52.835,1.01927,300
8/8/2022,14:42:58.129,1.01936,300
8/8/2022,14:42:59.188,1.01936,200
8/8/2022,14:43:02.361,1.01937,200
8/8/2022,14:43:03.418,1.01938,150
8/8/2022,14:43:03.757,1.01938,149
8/8/2022,14:43:04.477,1.01937,250
8/8/2022,14:43:05.534,1.01936,200
8/8/2022,14:43:06.591,1.01942,100
8/8/2022,14:43:07.648,1.01943,50
8/8/2022,14:43:09.766,1.01940,250
8/8/2022,14:43:10.825,1.01940,150
8/8/2022,14:43:13.998,1.01943,100
8/8/2022,14:43:15.056,1.01949,150
8/8/2022,14:43:16.113,1.01949,200
8/8/2022,14:43:17.172,1.01952,200
8/8/2022,14:43:19.288,1.01949,300
8/8/2022,14:43:20.345,1.01949,150
8/8/2022,14:43:21.402,1.01947,100
8/8/2022,14:43:22.461,1.01946,200
8/8/2022,14:43:23.518,1.01945,300
8/8/2022,14:43:24.575,1.01945,100
8/8/2022,14:43:25.633,1.01953,400
8/8/2022,14:43:26.691,1.01953,200
8/8/2022,14:43:27.749,1.01954,300
8/8/2022,14:43:28.592,1.01954,299
8/8/2022,14:43:28.806,1.01954,147
8/8/2022,14:43:30.921,1.01952,200
8/8/2022,14:43:31.979,1.01953,200
8/8/2022,14:43:33.036,1.01952,400
8/8/2022,14:43:36.208,1.01952,190
8/8/2022,14:43:37.267,1.01952,290
8/8/2022,14:43:39.381,1.01952,90
8/8/2022,14:43:40.438,1.01952,100
8/8/2022,14:43:49.963,1.01952,50
8/8/2022,14:43:51.022,1.01957,250
8/8/2022,14:43:52.080,1.01957,400
8/8/2022,14:43:53.138,1.01957,150
8/8/2022,14:43:53.997,1.01957,149
8/8/2022,14:43:54.197,1.01956,200
8/8/2022,14:43:55.255,1.01953,144
8/8/2022,14:43:56.314,1.01952,244
8/8/2022,14:43:57.372,1.01952,144
8/8/2022,14:43:58.431,1.01953,50
8/8/2022,14:43:59.490,1.01953,149
8/8/2022,14:44:00.549,1.01952,100
8/8/2022,14:44:01.608,1.01952,200
8/8/2022,14:44:02.666,1.01952,300
8/8/2022,14:44:03.723,1.01952,200
8/8/2022,14:44:04.780,1.01954,150
8/8/2022,14:44:05.839,1.01952,100
8/8/2022,14:44:06.897,1.01952,150
8/8/2022,14:44:07.955,1.01952,100
8/8/2022,14:44:11.128,1.01952,50
8/8/2022,14:44:12.186,1.01952,200
8/8/2022,14:44:13.244,1.01952,100
8/8/2022,14:44:14.302,1.01951,250
8/8/2022,14:44:15.360,1.01952,200
8/8/2022,14:44:18.536,1.01953,100
8/8/2022,14:44:19.464,1.01953,99
8/8/2022,14:44:19.594,1.01951,350
8/8/2022,14:44:20.653,1.01952,100
8/8/2022,14:44:21.710,1.01955,150
8/8/2022,14:44:22.767,1.01952,250
8/8/2022,14:44:24.884,1.01954,150
8/8/2022,14:44:28.059,1.01953,150
8/8/2022,14:44:30.171,1.01953,250
8/8/2022,14:44:31.228,1.01953,200
8/8/2022,14:44:32.285,1.01953,250
8/8/2022,14:44:33.343,1.01953,50
8/8/2022,14:44:45.893,1.01953,49
8/8/2022,14:44:46.035,1.01953,50
8/8/2022,14:44:47.091,1.01953,150
8/8/2022,14:44:48.148,1.01953,50
8/8/2022,14:44:53.429,1.01954,50
8/8/2022,14:44:55.541,1.01953,150
8/8/2022,14:44:58.710,1.01957,50
8/8/2022,14:44:59.766,1.01956,150
8/8/2022,14:45:00.823,1.01954,100
8/8/2022,14:45:01.879,1.01952,100
8/8/2022,14:45:05.048,1.01949,150
8/8/2022,14:45:06.104,1.01954,150
8/8/2022,14:45:08.217,1.01955,150
8/8/2022,14:45:09.273,1.01957,100
8/8/2022,14:45:10.329,1.01963,200
8/8/2022,14:45:11.272,1.01963,199
8/8/2022,14:45:11.385,1.01961,50
8/8/2022,14:45:12.441,1.01960,252
8/8/2022,14:45:13.498,1.01961,100
8/8/2022,14:45:14.555,1.01961,200
8/8/2022,14:45:15.614,1.01954,200
8/8/2022,14:45:16.672,1.01957,250
8/8/2022,14:45:17.731,1.01960,50
8/8/2022,14:45:18.790,1.01958,250
8/8/2022,14:45:19.848,1.01959,200
8/8/2022,14:45:21.962,1.01960,50
8/8/2022,14:45:23.018,1.01962,200
8/8/2022,14:45:25.132,1.01962,300
8/8/2022,14:45:26.191,1.01962,150
8/8/2022,14:45:27.250,1.01962,250
8/8/2022,14:45:30.424,1.01962,150
8/8/2022,14:45:31.481,1.01962,50
8/8/2022,14:45:32.540,1.01960,152
8/8/2022,14:45:35.717,1.01957,202
8/8/2022,14:45:36.538,1.01957,202
8/8/2022,14:45:36.775,1.01957,202
8/8/2022,14:45:38.893,1.01957,50
8/8/2022,14:45:42.068,1.01955,302
8/8/2022,14:45:43.126,1.01957,100
8/8/2022,14:45:44.185,1.01958,200
8/8/2022,14:45:46.301,1.01962,200
8/8/2022,14:45:47.360,1.01962,100
8/8/2022,14:45:52.654,1.01962,200
8/8/2022,14:45:53.711,1.01977,150
8/8/2022,14:45:54.770,1.01977,99
8/8/2022,14:45:55.828,1.01978,49
8/8/2022,14:45:57.945,1.01978,47
8/8/2022,14:45:59.004,1.01977,50
8/8/2022,14:46:01.121,1.01972,150
8/8/2022,14:46:01.931,1.01972,149
8/8/2022,14:46:02.180,1.01970,202
8/8/2022,14:46:03.239,1.01967,250
8/8/2022,14:46:04.298,1.01965,202
8/8/2022,14:46:06.415,1.01967,100
8/8/2022,14:46:08.532,1.01972,100
8/8/2022,14:46:09.591,1.01973,50
8/8/2022,14:46:12.767,1.01968,50
8/8/2022,14:46:13.826,1.01967,50
8/8/2022,14:46:19.118,1.01965,352
8/8/2022,14:46:20.177,1.01967,100
8/8/2022,14:46:21.236,1.01964,300
8/8/2022,14:46:22.295,1.01964,100
8/8/2022,14:46:26.528,1.01963,150
8/8/2022,14:46:27.398,1.01963,149
8/8/2022,14:46:27.586,1.01963,150
8/8/2022,14:46:30.763,1.01962,302
8/8/2022,14:46:31.822,1.01962,296
8/8/2022,14:46:32.881,1.01962,196
8/8/2022,14:46:39.224,1.01965,150
8/8/2022,14:46:41.340,1.01966,100
8/8/2022,14:46:42.398,1.01965,150
8/8/2022,14:46:43.457,1.01965,200
8/8/2022,14:46:44.515,1.01967,100
8/8/2022,14:46:45.573,1.01965,150
8/8/2022,14:46:46.629,1.01963,100
8/8/2022,14:46:47.685,1.01964,100
8/8/2022,14:46:48.741,1.01964,150
8/8/2022,14:46:49.798,1.01964,144
8/8/2022,14:46:56.137,1.01971,200
8/8/2022,14:46:56.835,1.01971,199
8/8/2022,14:46:57.195,1.01971,150
8/8/2022,14:47:01.430,1.01970,152
8/8/2022,14:47:02.488,1.01968,200
8/8/2022,14:47:03.546,1.01969,100
8/8/2022,14:47:04.605,1.01970,200
8/8/2022,14:47:07.126,1.01970,199
8/8/2022,14:47:07.780,1.01972,100
8/8/2022,14:47:08.838,1.01971,100
8/8/2022,14:47:13.073,1.01971,200
8/8/2022,14:47:14.131,1.01973,200
8/8/2022,14:47:15.189,1.01974,200
8/8/2022,14:47:18.359,1.01975,100
8/8/2022,14:47:21.531,1.01974,300
8/8/2022,14:47:22.589,1.01974,150
8/8/2022,14:47:23.648,1.01977,100
8/8/2022,14:47:26.820,1.01978,100
8/8/2022,14:47:27.876,1.01977,200
8/8/2022,14:47:28.933,1.01978,100
8/8/2022,14:47:31.045,1.01977,350
8/8/2022,14:47:32.100,1.01977,200
8/8/2022,14:47:39.500,1.01983,200
8/8/2022,14:47:40.557,1.01981,250
8/8/2022,14:47:41.615,1.01981,150
8/8/2022,14:47:42.673,1.01982,200
8/8/2022,14:47:43.731,1.01982,100
8/8/2022,14:47:44.790,1.01984,100
8/8/2022,14:47:45.848,1.01982,200
8/8/2022,14:47:46.907,1.01981,300
8/8/2022,14:47:47.965,1.01983,150
8/8/2022,14:47:49.023,1.01982,150
8/8/2022,14:47:53.256,1.01979,251
8/8/2022,14:47:54.315,1.01978,150
8/8/2022,14:47:55.372,1.01980,100
8/8/2022,14:47:58.543,1.01979,200
8/8/2022,14:47:59.599,1.01979,150
8/8/2022,14:48:00.657,1.01976,150
8/8/2022,14:48:01.714,1.01975,152
8/8/2022,14:48:03.827,1.01971,255
8/8/2022,14:48:05.940,1.01973,100
8/8/2022,14:48:08.053,1.01971,350
8/8/2022,14:48:09.111,1.01977,100
8/8/2022,14:48:10.168,1.01977,200
8/8/2022,14:48:11.224,1.01978,100
8/8/2022,14:48:14.398,1.01986,150
8/8/2022,14:48:15.457,1.01986,200
8/8/2022,14:48:18.627,1.01986,300
8/8/2022,14:48:20.742,1.01986,200
8/8/2022,14:48:22.857,1.01987,150
8/8/2022,14:48:24.971,1.01984,211
8/8/2022,14:48:27.085,1.01984,150
8/8/2022,14:48:28.143,1.01986,200
8/8/2022,14:48:30.260,1.01982,200
8/8/2022,14:48:31.318,1.01984,50
8/8/2022,14:48:32.375,1.01984,199
8/8/2022,14:48:33.434,1.01986,200
8/8/2022,14:48:34.491,1.01984,200
8/8/2022,14:48:35.549,1.01984,150
8/8/2022,14:48:41.898,1.01982,50
8/8/2022,14:48:44.014,1.01986,150
8/8/2022,14:48:45.072,1.01984,100
8/8/2022,14:48:47.187,1.01982,152
8/8/2022,14:48:48.245,1.01981,300
8/8/2022,14:48:51.421,1.01982,100
8/8/2022,14:48:52.479,1.01981,150
8/8/2022,14:48:55.654,1.01982,152
8/8/2022,14:48:56.712,1.01981,250
8/8/2022,14:48:59.886,1.01984,150
8/8/2022,14:49:00.942,1.01982,202
8/8/2022,14:49:01.999,1.01984,50
8/8/2022,14:49:04.112,1.01983,100
8/8/2022,14:49:05.168,1.01983,200
8/8/2022,14:49:06.225,1.01988,150
8/8/2022,14:49:07.283,1.01987,200
8/8/2022,14:49:08.340,1.01991,50
8/8/2022,14:49:09.396,1.01987,152
8/8/2022,14:49:10.453,1.01989,50
8/8/2022,14:49:11.509,1.01987,152
8/8/2022,14:49:13.620,1.01984,100
8/8/2022,14:49:14.677,1.01984,149
8/8/2022,14:49:15.733,1.01984,150
8/8/2022,14:49:16.791,1.01984,250
8/8/2022,14:49:17.849,1.01983,100
8/8/2022,14:49:19.965,1.01987,50
8/8/2022,14:49:21.022,1.01986,150
8/8/2022,14:49:22.079,1.01987,50
8/8/2022,14:49:25.249,1.01987,150
8/8/2022,14:49:26.306,1.01989,100
8/8/2022,14:49:29.478,1.01989,50
8/8/2022,14:49:30.534,1.01986,300
8/8/2022,14:49:31.592,1.01989,100
8/8/2022,14:49:32.650,1.01987,250
8/8/2022,14:49:33.706,1.01989,100
8/8/2022,14:49:34.762,1.01991,100
8/8/2022,14:49:35.819,1.01986,100
8/8/2022,14:49:49.580,1.01986,150
8/8/2022,14:49:50.639,1.01987,200
8/8/2022,14:49:51.698,1.01986,350
8/8/2022,14:49:54.873,1.01986,250
8/8/2022,14:49:59.108,1.01986,100
8/8/2022,14:50:03.341,1.01986,200
8/8/2022,14:50:04.400,1.01986,100
8/8/2022,14:50:06.514,1.01984,200
8/8/2022,14:50:07.572,1.01986,200
8/8/2022,14:50:10.748,1.01986,100
8/8/2022,14:50:14.983,1.01986,50
8/8/2022,14:50:35.094,1.01987,150
8/8/2022,14:50:36.153,1.01986,150
8/8/2022,14:50:38.270,1.01986,50
8/8/2022,14:50:39.329,1.01986,150
8/8/2022,14:50:41.123,1.01986,149
8/8/2022,14:50:41.446,1.01986,150
